@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
9149,2156,3649,1,5804,0.000172,0.371404,0.999536,0.371404,0.000464,0.541572,0.185788,1.999073,1
9150,2154,3651,1,5804,0.000172,0.371059,0.999536,0.371059,0.000464,0.541206,0.185616,1.999072,1
9151,2153,3652,1,5804,0.000172,0.370887,0.999536,0.370887,0.000464,0.541023,0.18553,1.999071,1
9152,2152,3653,1,5804,0.000172,0.370715,0.999536,0.370715,0.000464,0.540839,0.185444,1.999071,1
9153,2151,3654,1,5804,0.000172,0.370543,0.999535,0.370543,0.000465,0.540656,0.185357,1.999071,1
9154,2150,3655,1,5804,0.000172,0.37037,0.999535,0.37037,0.000465,0.540473,0.185271,1.99907,1
9155,2149,3656,1,5804,0.000172,0.370198,0.999535,0.370198,0.000465,0.540289,0.185185,1.99907,1
9156,2148,3657,1,5804,0.000172,0.370026,0.999535,0.370026,0.000465,0.540106,0.185099,1.999069,1
9157,2147,3658,1,5804,0.000172,0.369854,0.999534,0.369854,0.000466,0.539922,0.185013,1.999069,1
9158,2146,3659,1,5804,0.000172,0.369681,0.999534,0.369681,0.000466,0.539738,0.184927,1.999068,1
9159,2144,3661,1,5804,0.000172,0.369337,0.999534,0.369337,0.000466,0.539371,0.184755,1.999068,1
9160,2143,3662,1,5804,0.000172,0.369165,0.999534,0.369165,0.000466,0.539187,0.184668,1.999067,1
9161,2142,3663,1,5804,0.000172,0.368992,0.999533,0.368992,0.000467,0.539004,0.184582,1.999067,1
9162,2141,3664,1,5804,0.000172,0.36882,0.999533,0.36882,0.000467,0.53882,0.184496,1.999066,1
9163,2140,3665,1,5804,0.000172,0.368648,0.999533,0.368648,0.000467,0.538636,0.18441,1.999066,1
9164,2139,3666,1,5804,0.000172,0.368475,0.999533,0.368475,0.000467,0.538452,0.184324,1.999065,1
9165,2137,3668,1,5804,0.000172,0.368131,0.999532,0.368131,0.000468,0.538084,0.184152,1.999065,1
9166,2136,3669,1,5804,0.000172,0.367959,0.999532,0.367959,0.000468,0.5379,0.184065,1.999064,1
9167,2135,3670,1,5804,0.000172,0.367786,0.999532,0.367786,0.000468,0.537716,0.183979,1.999064,1
9168,2134,3671,1,5804,0.000172,0.367614,0.999532,0.367614,0.000468,0.537531,0.183893,1.999063,1
9169,2133,3672,1,5804,0.000172,0.367442,0.999531,0.367442,0.000469,0.537347,0.183807,1.999063,1
9170,2132,3673,1,5804,0.000172,0.36727,0.999531,0.36727,0.000469,0.537163,0.183721,1.999062,1
9171,2131,3674,1,5804,0.000172,0.367097,0.999531,0.367097,0.000469,0.536979,0.183635,1.999062,1
9172,2130,3675,1,5804,0.000172,0.366925,0.999531,0.366925,0.000469,0.536794,0.183549,1.999061,1
9173,2129,3676,1,5804,0.000172,0.366753,0.999531,0.366753,0.000469,0.53661,0.183463,1.999061,1
9174,2128,3677,1,5804,0.000172,0.366581,0.99953,0.366581,0.00047,0.536426,0.183376,1.999061,1
9175,2127,3678,1,5804,0.000172,0.366408,0.99953,0.366408,0.00047,0.536241,0.18329,1.99906,1
9176,2126,3679,1,5804,0.000172,0.366236,0.99953,0.366236,0.00047,0.536056,0.183204,1.99906,1
9177,2125,3680,1,5804,0.000172,0.366064,0.99953,0.366064,0.00047,0.535872,0.183118,1.999059,1
9178,2124,3681,1,5804,0.000172,0.365891,0.999529,0.365891,0.000471,0.535687,0.183032,1.999059,1
9179,2123,3682,1,5804,0.000172,0.365719,0.999529,0.365719,0.000471,0.535503,0.182946,1.999058,1
9180,2122,3683,1,5804,0.000172,0.365547,0.999529,0.365547,0.000471,0.535318,0.18286,1.999058,1
9181,2121,3684,1,5804,0.000172,0.365375,0.999529,0.365375,0.000471,0.535133,0.182773,1.999057,1
9182,2120,3685,1,5804,0.000172,0.365202,0.999529,0.365202,0.000471,0.534948,0.182687,1.999057,1
9183,2119,3686,1,5804,0.000172,0.36503,0.999528,0.36503,0.000472,0.534763,0.182601,1.999057,1
9184,2117,3688,1,5804,0.000172,0.364686,0.999528,0.364686,0.000472,0.534394,0.182429,1.999056,1
9185,2116,3689,1,5804,0.000172,0.364513,0.999528,0.364513,0.000472,0.534209,0.182343,1.999055,1
9186,2115,3690,1,5804,0.000172,0.364341,0.999527,0.364341,0.000473,0.534023,0.182257,1.999055,1
9187,2114,3691,1,5804,0.000172,0.364169,0.999527,0.364169,0.000473,0.533838,0.182171,1.999054,1
9188,2113,3692,1,5804,0.000172,0.363997,0.999527,0.363997,0.000473,0.533653,0.182084,1.999054,1
9189,2112,3693,1,5804,0.000172,0.363824,0.999527,0.363824,0.000473,0.533468,0.181998,1.999053,1
9190,2111,3694,1,5804,0.000172,0.363652,0.999527,0.363652,0.000473,0.533283,0.181912,1.999053,1
9191,2110,3695,1,5804,0.000172,0.36348,0.999526,0.36348,0.000474,0.533098,0.181826,1.999053,1
9192,2109,3696,1,5804,0.000172,0.363307,0.999526,0.363307,0.000474,0.532912,0.18174,1.999052,1
9193,2108,3697,1,5804,0.000172,0.363135,0.999526,0.363135,0.000474,0.532727,0.181654,1.999052,1
9194,2107,3698,1,5804,0.000172,0.362963,0.999526,0.362963,0.000474,0.532541,0.181568,1.999051,1
9195,2106,3699,1,5804,0.000172,0.362791,0.999525,0.362791,0.000475,0.532356,0.181481,1.999051,1
9196,2105,3700,1,5804,0.000172,0.362618,0.999525,0.362618,0.000475,0.53217,0.181395,1.99905,1
9197,2104,3701,1,5804,0.000172,0.362446,0.999525,0.362446,0.000475,0.531985,0.181309,1.99905,1
9198,2103,3702,1,5804,0.000172,0.362274,0.999525,0.362274,0.000475,0.531799,0.181223,1.999049,1
9199,2102,3703,1,5804,0.000172,0.362102,0.999524,0.362102,0.000476,0.531614,0.181137,1.999049,1
9200,2101,3704,1,5804,0.000172,0.361929,0.999524,0.361929,0.000476,0.531428,0.181051,1.999049,1
9201,2100,3705,1,5804,0.000172,0.361757,0.999524,0.361757,0.000476,0.531242,0.180965,1.999048,1
9202,2099,3706,1,5804,0.000172,0.361585,0.999524,0.361585,0.000476,0.531056,0.180879,1.999048,1
9203,2098,3707,1,5804,0.000172,0.361413,0.999524,0.361413,0.000476,0.53087,0.180792,1.999047,1
9204,2097,3708,1,5804,0.000172,0.36124,0.999523,0.36124,0.000477,0.530685,0.180706,1.999047,1
9205,2095,3710,1,5804,0.000172,0.360896,0.999523,0.360896,0.000477,0.530313,0.180534,1.999046,1
9206,2094,3711,1,5804,0.000172,0.360724,0.999523,0.360724,0.000477,0.530127,0.180448,1.999045,1
9207,2093,3712,1,5804,0.000172,0.360551,0.999522,0.360551,0.000478,0.52994,0.180362,1.999045,1
9208,2092,3713,1,5804,0.000172,0.360379,0.999522,0.360379,0.000478,0.529754,0.180276,1.999044,1
9209,2091,3714,1,5804,0.000172,0.360207,0.999522,0.360207,0.000478,0.529568,0.180189,1.999044,1
9210,2090,3715,1,5804,0.000172,0.360034,0.999522,0.360034,0.000478,0.529382,0.180103,1.999044,1
9211,2089,3716,1,5804,0.000172,0.359862,0.999522,0.359862,0.000478,0.529196,0.180017,1.999043,1
9212,2088,3717,1,5804,0.000172,0.35969,0.999521,0.35969,0.000479,0.529009,0.179931,1.999043,1
9213,2087,3718,1,5804,0.000172,0.359518,0.999521,0.359518,0.000479,0.528823,0.179845,1.999042,1
9214,2086,3719,1,5804,0.000172,0.359345,0.999521,0.359345,0.000479,0.528637,0.179759,1.999042,1
9215,2085,3720,1,5804,0.000172,0.359173,0.999521,0.359173,0.000479,0.52845,0.179673,1.999041,1
9216,2084,3721,1,5804,0.000172,0.359001,0.99952,0.359001,0.00048,0.528264,0.179587,1.999041,1
9217,2083,3722,1,5804,0.000172,0.358829,0.99952,0.358829,0.00048,0.528077,0.1795,1.99904,1
9218,2082,3723,1,5804,0.000172,0.358656,0.99952,0.358656,0.00048,0.52789,0.179414,1.99904,1
9219,2081,3724,1,5804,0.000172,0.358484,0.99952,0.358484,0.00048,0.527704,0.179328,1.999039,1
9220,2080,3725,1,5804,0.000172,0.358312,0.999519,0.358312,0.000481,0.527517,0.179242,1.999039,1
9221,2079,3726,1,5804,0.000172,0.35814,0.999519,0.35814,0.000481,0.52733,0.179156,1.999038,1
9222,2078,3727,1,5804,0.000172,0.357967,0.999519,0.357967,0.000481,0.527144,0.17907,1.999038,1
9223,2077,3728,1,5804,0.000172,0.357795,0.999519,0.357795,0.000481,0.526957,0.178984,1.999038,1
9224,2076,3729,1,5804,0.000172,0.357623,0.999519,0.357623,0.000481,0.52677,0.178898,1.999037,1
9225,2075,3730,1,5804,0.000172,0.35745,0.999518,0.35745,0.000482,0.526583,0.178811,1.999037,1
9226,2074,3731,1,5804,0.000172,0.357278,0.999518,0.357278,0.000482,0.526396,0.178725,1.999036,1
9227,2073,3732,1,5804,0.000172,0.357106,0.999518,0.357106,0.000482,0.526209,0.178639,1.999036,1
9228,2072,3733,1,5804,0.000172,0.356934,0.999518,0.356934,0.000482,0.526022,0.178553,1.999035,1
9229,2071,3734,1,5804,0.000172,0.356761,0.999517,0.356761,0.000483,0.525835,0.178467,1.999035,1
9230,2070,3735,1,5804,0.000172,0.356589,0.999517,0.356589,0.000483,0.525648,0.178381,1.999034,1
9231,2069,3736,1,5804,0.000172,0.356417,0.999517,0.356417,0.000483,0.52546,0.178295,1.999034,1
9232,2068,3737,1,5804,0.000172,0.356245,0.999517,0.356245,0.000483,0.525273,0.178208,1.999033,1
9233,2067,3738,1,5804,0.000172,0.356072,0.999516,0.356072,0.000484,0.525086,0.178122,1.999033,1
9234,2066,3739,1,5804,0.000172,0.3559,0.999516,0.3559,0.000484,0.524898,0.178036,1.999032,1
9235,2064,3741,1,5804,0.000172,0.355556,0.999516,0.355556,0.000484,0.524524,0.177864,1.999031,1
9236,2063,3742,1,5804,0.000172,0.355383,0.999516,0.355383,0.000484,0.524336,0.177778,1.999031,1
9237,2062,3743,1,5804,0.000172,0.355211,0.999515,0.355211,0.000485,0.524148,0.177692,1.999031,1
9238,2061,3744,1,5804,0.000172,0.355039,0.999515,0.355039,0.000485,0.523961,0.177606,1.99903,1
9239,2060,3745,1,5804,0.000172,0.354866,0.999515,0.354866,0.000485,0.523773,0.177519,1.99903,1
9240,2059,3746,1,5804,0.000172,0.354694,0.999515,0.354694,0.000485,0.523586,0.177433,1.999029,1
9241,2058,3747,1,5804,0.000172,0.354522,0.999514,0.354522,0.000486,0.523398,0.177347,1.999029,1
9242,2057,3748,1,5804,0.000172,0.35435,0.999514,0.35435,0.000486,0.52321,0.177261,1.999028,1
9243,2056,3749,1,5804,0.000172,0.354177,0.999514,0.354177,0.000486,0.523022,0.177175,1.999028,1
9244,2055,3750,1,5804,0.000172,0.354005,0.999514,0.354005,0.000486,0.522834,0.177089,1.999027,1
9245,2054,3751,1,5804,0.000172,0.353833,0.999513,0.353833,0.000487,0.522646,0.177003,1.999027,1
9246,2053,3752,1,5804,0.000172,0.353661,0.999513,0.353661,0.000487,0.522458,0.176916,1.999026,1
9247,2052,3753,1,5804,0.000172,0.353488,0.999513,0.353488,0.000487,0.52227,0.17683,1.999026,1
9248,2051,3754,1,5804,0.000172,0.353316,0.999513,0.353316,0.000487,0.522082,0.176744,1.999025,1
9249,2049,3756,1,5804,0.000172,0.352972,0.999512,0.352972,0.000488,0.521706,0.176572,1.999024,1
9250,2048,3757,1,5804,0.000172,0.352799,0.999512,0.352799,0.000488,0.521518,0.176486,1.999024,1
9251,2047,3758,1,5804,0.000172,0.352627,0.999512,0.352627,0.000488,0.521329,0.1764,1.999023,1
9252,2046,3759,1,5804,0.000172,0.352455,0.999511,0.352455,0.000489,0.521141,0.176314,1.999023,1
9253,2045,3760,1,5804,0.000172,0.352283,0.999511,0.352283,0.000489,0.520953,0.176227,1.999022,1
9254,2044,3761,1,5804,0.000172,0.35211,0.999511,0.35211,0.000489,0.520764,0.176141,1.999022,1
9255,2043,3762,1,5804,0.000172,0.351938,0.999511,0.351938,0.000489,0.520576,0.176055,1.999022,1
9256,2042,3763,1,5804,0.000172,0.351766,0.999511,0.351766,0.000489,0.520387,0.175969,1.999021,1
9257,2041,3764,1,5804,0.000172,0.351593,0.99951,0.351593,0.00049,0.520199,0.175883,1.999021,1
9258,2040,3765,1,5804,0.000172,0.351421,0.99951,0.351421,0.00049,0.52001,0.175797,1.99902,1
9259,2039,3766,1,5804,0.000172,0.351249,0.99951,0.351249,0.00049,0.519822,0.175711,1.99902,1
9260,2038,3767,1,5804,0.000172,0.351077,0.99951,0.351077,0.00049,0.519633,0.175624,1.999019,1
9261,2037,3768,1,5804,0.000172,0.350904,0.999509,0.350904,0.000491,0.519444,0.175538,1.999019,1
9262,2036,3769,1,5804,0.000172,0.350732,0.999509,0.350732,0.000491,0.519255,0.175452,1.999018,1
9263,2035,3770,1,5804,0.000172,0.35056,0.999509,0.35056,0.000491,0.519066,0.175366,1.999018,1
9264,2034,3771,1,5804,0.000172,0.350388,0.999509,0.350388,0.000491,0.518878,0.17528,1.999017,1
9265,2033,3772,1,5804,0.000172,0.350215,0.999508,0.350215,0.000492,0.518689,0.175194,1.999017,1
9266,2032,3773,1,5804,0.000172,0.350043,0.999508,0.350043,0.000492,0.5185,0.175108,1.999016,1
9267,2031,3774,1,5804,0.000172,0.349871,0.999508,0.349871,0.000492,0.518311,0.175022,1.999016,1
9268,2030,3775,1,5804,0.000172,0.349699,0.999508,0.349699,0.000492,0.518121,0.174935,1.999015,1
9269,2029,3776,1,5804,0.000172,0.349526,0.999507,0.349526,0.000493,0.517932,0.174849,1.999015,1
9270,2028,3777,1,5804,0.000172,0.349354,0.999507,0.349354,0.000493,0.517743,0.174763,1.999014,1
9271,2027,3778,1,5804,0.000172,0.349182,0.999507,0.349182,0.000493,0.517554,0.174677,1.999014,1
9272,2026,3779,1,5804,0.000172,0.349009,0.999507,0.349009,0.000493,0.517365,0.174591,1.999013,1
9273,2025,3780,1,5804,0.000172,0.348837,0.999506,0.348837,0.000494,0.517175,0.174505,1.999013,1
9274,2024,3781,1,5804,0.000172,0.348665,0.999506,0.348665,0.000494,0.516986,0.174419,1.999012,1
9275,2022,3783,1,5804,0.000172,0.34832,0.999506,0.34832,0.000494,0.516607,0.174246,1.999011,1
9276,2021,3784,1,5804,0.000172,0.348148,0.999505,0.348148,0.000495,0.516418,0.17416,1.999011,1
9277,2020,3785,1,5804,0.000172,0.347976,0.999505,0.347976,0.000495,0.516228,0.174074,1.99901,1
9278,2019,3786,1,5804,0.000172,0.347804,0.999505,0.347804,0.000495,0.516038,0.173988,1.99901,1
9279,2018,3787,1,5804,0.000172,0.347631,0.999505,0.347631,0.000495,0.515849,0.173902,1.999009,1
9280,2017,3788,1,5804,0.000172,0.347459,0.999504,0.347459,0.000496,0.515659,0.173816,1.999009,1
9281,2016,3789,1,5804,0.000172,0.347287,0.999504,0.347287,0.000496,0.515469,0.17373,1.999008,1
9282,2015,3790,1,5804,0.000172,0.347115,0.999504,0.347115,0.000496,0.515279,0.173643,1.999008,1
9283,2014,3791,1,5804,0.000172,0.346942,0.999504,0.346942,0.000496,0.51509,0.173557,1.999007,1
9284,2013,3792,1,5804,0.000172,0.34677,0.999503,0.34677,0.000497,0.5149,0.173471,1.999007,1
9285,2012,3793,1,5804,0.000172,0.346598,0.999503,0.346598,0.000497,0.51471,0.173385,1.999006,1
9286,2011,3794,1,5804,0.000172,0.346425,0.999503,0.346425,0.000497,0.51452,0.173299,1.999006,1
9287,2010,3795,1,5804,0.000172,0.346253,0.999503,0.346253,0.000497,0.51433,0.173213,1.999005,1
9288,2009,3796,1,5804,0.000172,0.346081,0.999502,0.346081,0.000498,0.514139,0.173127,1.999005,1
9289,2008,3797,1,5804,0.000172,0.345909,0.999502,0.345909,0.000498,0.513949,0.17304,1.999004,1
9290,2007,3798,1,5804,0.000172,0.345736,0.999502,0.345736,0.000498,0.513759,0.172954,1.999004,1
9291,2006,3799,1,5804,0.000172,0.345564,0.999502,0.345564,0.000498,0.513569,0.172868,1.999003,1
9292,2004,3801,1,5804,0.000172,0.34522,0.999501,0.34522,0.000499,0.513188,0.172696,1.999002,1
9293,2003,3802,1,5804,0.000172,0.345047,0.999501,0.345047,0.000499,0.512998,0.17261,1.999002,1
9294,2002,3803,1,5804,0.000172,0.344875,0.999501,0.344875,0.000499,0.512807,0.172524,1.999001,1
9295,2001,3804,1,5804,0.000172,0.344703,0.9995,0.344703,0.0005,0.512617,0.172438,1.999001,1
9296,2000,3805,1,5804,0.000172,0.344531,0.9995,0.344531,0.0005,0.512426,0.172351,1.999,1
9297,1999,3806,1,5804,0.000172,0.344358,0.9995,0.344358,0.0005,0.512236,0.172265,1.999,1
9298,1998,3807,1,5804,0.000172,0.344186,0.9995,0.344186,0.0005,0.512045,0.172179,1.998999,1
9299,1997,3808,1,5804,0.000172,0.344014,0.999499,0.344014,0.000501,0.511854,0.172093,1.998999,1
9300,1996,3809,1,5804,0.000172,0.343842,0.999499,0.343842,0.000501,0.511664,0.172007,1.998998,1
9301,1995,3810,1,5804,0.000172,0.343669,0.999499,0.343669,0.000501,0.511473,0.171921,1.998998,1
9302,1994,3811,1,5804,0.000172,0.343497,0.999499,0.343497,0.000501,0.511282,0.171835,1.998997,1
9303,1993,3812,1,5804,0.000172,0.343325,0.999498,0.343325,0.000502,0.511091,0.171748,1.998997,1
9304,1992,3813,1,5804,0.000172,0.343152,0.999498,0.343152,0.000502,0.5109,0.171662,1.998996,1
9305,1991,3814,1,5804,0.000172,0.34298,0.999498,0.34298,0.000502,0.510709,0.171576,1.998996,1
9306,1990,3815,1,5804,0.000172,0.342808,0.999498,0.342808,0.000502,0.510518,0.17149,1.998995,1
9307,1989,3816,1,5804,0.000172,0.342636,0.999497,0.342636,0.000503,0.510327,0.171404,1.998995,1
9308,1988,3817,1,5804,0.000172,0.342463,0.999497,0.342463,0.000503,0.510136,0.171318,1.998994,1
9309,1987,3818,1,5804,0.000172,0.342291,0.999497,0.342291,0.000503,0.509945,0.171232,1.998994,1
9310,1986,3819,1,5804,0.000172,0.342119,0.999497,0.342119,0.000503,0.509754,0.171146,1.998993,1
9311,1985,3820,1,5804,0.000172,0.341947,0.999496,0.341947,0.000504,0.509562,0.171059,1.998993,1
9312,1984,3821,1,5804,0.000172,0.341774,0.999496,0.341774,0.000504,0.509371,0.170973,1.998992,1
9313,1983,3822,1,5804,0.000172,0.341602,0.999496,0.341602,0.000504,0.50918,0.170887,1.998992,1
9314,1982,3823,1,5804,0.000172,0.34143,0.999496,0.34143,0.000504,0.508988,0.170801,1.998991,1
9315,1981,3824,1,5804,0.000172,0.341258,0.999495,0.341258,0.000505,0.508797,0.170715,1.998991,1
9316,1980,3825,1,5804,0.000172,0.341085,0.999495,0.341085,0.000505,0.508605,0.170629,1.99899,1
9317,1979,3826,1,5804,0.000172,0.340913,0.999495,0.340913,0.000505,0.508414,0.170543,1.99899,1
9318,1978,3827,1,5804,0.000172,0.340741,0.999495,0.340741,0.000505,0.508222,0.170457,1.998989,1
9319,1977,3828,1,5804,0.000172,0.340568,0.999494,0.340568,0.000506,0.50803,0.17037,1.998989,1
9320,1976,3829,1,5804,0.000172,0.340396,0.999494,0.340396,0.000506,0.507839,0.170284,1.998988,1
9321,1975,3830,1,5804,0.000172,0.340224,0.999494,0.340224,0.000506,0.507647,0.170198,1.998988,1
9322,1974,3831,1,5804,0.000172,0.340052,0.999494,0.340052,0.000506,0.507455,0.170112,1.998987,1
9323,1973,3832,1,5804,0.000172,0.339879,0.999493,0.339879,0.000507,0.507263,0.170026,1.998987,1
9324,1972,3833,1,5804,0.000172,0.339707,0.999493,0.339707,0.000507,0.507071,0.16994,1.998986,1
9325,1971,3834,1,5804,0.000172,0.339535,0.999493,0.339535,0.000507,0.506879,0.169854,1.998986,1
9326,1970,3835,1,5804,0.000172,0.339363,0.999493,0.339363,0.000507,0.506687,0.169767,1.998985,1
9327,1969,3836,1,5804,0.000172,0.33919,0.999492,0.33919,0.000508,0.506495,0.169681,1.998985,1
9328,1968,3837,1,5804,0.000172,0.339018,0.999492,0.339018,0.000508,0.506303,0.169595,1.998984,1
9329,1967,3838,1,5804,0.000172,0.338846,0.999492,0.338846,0.000508,0.506111,0.169509,1.998984,1
9330,1966,3839,1,5804,0.000172,0.338674,0.999492,0.338674,0.000508,0.505919,0.169423,1.998983,1
9331,1965,3840,1,5804,0.000172,0.338501,0.999491,0.338501,0.000509,0.505726,0.169337,1.998983,1
9332,1964,3841,1,5804,0.000172,0.338329,0.999491,0.338329,0.000509,0.505534,0.169251,1.998982,1
9333,1963,3842,1,5804,0.000172,0.338157,0.999491,0.338157,0.000509,0.505342,0.169165,1.998982,1
9334,1962,3843,1,5804,0.000172,0.337984,0.999491,0.337984,0.000509,0.505149,0.169078,1.998981,1
9335,1961,3844,1,5804,0.000172,0.337812,0.99949,0.337812,0.00051,0.504957,0.168992,1.998981,1
9336,1960,3845,1,5804,0.000172,0.33764,0.99949,0.33764,0.00051,0.504764,0.168906,1.99898,1
9337,1959,3846,1,5804,0.000172,0.337468,0.99949,0.337468,0.00051,0.504572,0.16882,1.99898,1
9338,1958,3847,1,5804,0.000172,0.337295,0.99949,0.337295,0.00051,0.504379,0.168734,1.998979,1
9339,1957,3848,1,5804,0.000172,0.337123,0.999489,0.337123,0.000511,0.504187,0.168648,1.998979,1
9340,1955,3850,1,5804,0.000172,0.336779,0.999489,0.336779,0.000511,0.503801,0.168475,1.998978,1
9341,1953,3852,1,5804,0.000172,0.336434,0.999488,0.336434,0.000512,0.503415,0.168303,1.998976,1
9342,1952,3853,1,5804,0.000172,0.336262,0.999488,0.336262,0.000512,0.503222,0.168217,1.998976,1
9343,1951,3854,1,5804,0.000172,0.33609,0.999488,0.33609,0.000512,0.50303,0.168131,1.998975,1
9344,1950,3855,1,5804,0.000172,0.335917,0.999487,0.335917,0.000513,0.502837,0.168045,1.998975,1
9345,1949,3856,1,5804,0.000172,0.335745,0.999487,0.335745,0.000513,0.502643,0.167959,1.998974,1
9346,1948,3857,1,5804,0.000172,0.335573,0.999487,0.335573,0.000513,0.50245,0.167873,1.998974,1
9347,1947,3858,1,5804,0.000172,0.335401,0.999487,0.335401,0.000513,0.502257,0.167786,1.998973,1
9348,1946,3859,1,5804,0.000172,0.335228,0.999486,0.335228,0.000514,0.502064,0.1677,1.998973,1
9349,1945,3860,1,5804,0.000172,0.335056,0.999486,0.335056,0.000514,0.501871,0.167614,1.998972,1
9350,1944,3861,1,5804,0.000172,0.334884,0.999486,0.334884,0.000514,0.501677,0.167528,1.998972,1
9351,1943,3862,1,5804,0.000172,0.334711,0.999486,0.334711,0.000514,0.501484,0.167442,1.998971,1
9352,1942,3863,1,5804,0.000172,0.334539,0.999485,0.334539,0.000515,0.501291,0.167356,1.998971,1
9353,1941,3864,1,5804,0.000172,0.334367,0.999485,0.334367,0.000515,0.501097,0.16727,1.99897,1
9354,1940,3865,1,5804,0.000172,0.334195,0.999485,0.334195,0.000515,0.500904,0.167183,1.99897,1
9355,1939,3866,1,5804,0.000172,0.334022,0.999485,0.334022,0.000515,0.50071,0.167097,1.998969,1
9356,1938,3867,1,5804,0.000172,0.33385,0.999484,0.33385,0.000516,0.500517,0.167011,1.998969,1
9357,1937,3868,1,5804,0.000172,0.333678,0.999484,0.333678,0.000516,0.500323,0.166925,1.998968,1
9358,1936,3869,1,5804,0.000172,0.333506,0.999484,0.333506,0.000516,0.500129,0.166839,1.998967,1
9359,1935,3870,1,5804,0.000172,0.333333,0.999483,0.333333,0.000517,0.499935,0.166753,1.998967,1
9360,1934,3871,1,5804,0.000172,0.333161,0.999483,0.333161,0.000517,0.499742,0.166667,1.998966,1
9361,1933,3872,1,5804,0.000172,0.332989,0.999483,0.332989,0.000517,0.499548,0.166581,1.998966,1
9362,1932,3873,1,5804,0.000172,0.332817,0.999483,0.332817,0.000517,0.499354,0.166494,1.998965,1
9363,1931,3874,1,5804,0.000172,0.332644,0.999482,0.332644,0.000518,0.49916,0.166408,1.998965,1
9364,1930,3875,1,5804,0.000172,0.332472,0.999482,0.332472,0.000518,0.498966,0.166322,1.998964,1
9365,1929,3876,1,5804,0.000172,0.3323,0.999482,0.3323,0.000518,0.498772,0.166236,1.998964,1
9366,1928,3877,1,5804,0.000172,0.332127,0.999482,0.332127,0.000518,0.498578,0.16615,1.998963,1
9367,1927,3878,1,5804,0.000172,0.331955,0.999481,0.331955,0.000519,0.498384,0.166064,1.998963,1
9368,1925,3880,1,5804,0.000172,0.331611,0.999481,0.331611,0.000519,0.497995,0.165891,1.998962,1
9369,1924,3881,1,5804,0.000172,0.331438,0.999481,0.331438,0.000519,0.497801,0.165805,1.998961,1
9370,1923,3882,1,5804,0.000172,0.331266,0.99948,0.331266,0.00052,0.497606,0.165719,1.99896,1
9371,1922,3883,1,5804,0.000172,0.331094,0.99948,0.331094,0.00052,0.497412,0.165633,1.99896,1
9372,1921,3884,1,5804,0.000172,0.330922,0.99948,0.330922,0.00052,0.497218,0.165547,1.998959,1
9373,1919,3886,1,5804,0.000172,0.330577,0.999479,0.330577,0.000521,0.496828,0.165375,1.998958,1
9374,1918,3887,1,5804,0.000172,0.330405,0.999479,0.330405,0.000521,0.496634,0.165289,1.998958,1
9375,1917,3888,1,5804,0.000172,0.330233,0.999479,0.330233,0.000521,0.496439,0.165202,1.998957,1
9376,1916,3889,1,5804,0.000172,0.33006,0.999478,0.33006,0.000522,0.496244,0.165116,1.998957,1
9377,1915,3890,1,5804,0.000172,0.329888,0.999478,0.329888,0.000522,0.49605,0.16503,1.998956,1
9378,1914,3891,1,5804,0.000172,0.329716,0.999478,0.329716,0.000522,0.495855,0.164944,1.998956,1
9379,1913,3892,1,5804,0.000172,0.329543,0.999478,0.329543,0.000522,0.49566,0.164858,1.998955,1
9380,1912,3893,1,5804,0.000172,0.329371,0.999477,0.329371,0.000523,0.495465,0.164772,1.998955,1
9381,1911,3894,1,5804,0.000172,0.329199,0.999477,0.329199,0.000523,0.49527,0.164686,1.998954,1
9382,1910,3895,1,5804,0.000172,0.329027,0.999477,0.329027,0.000523,0.495075,0.164599,1.998953,1
9383,1909,3896,1,5804,0.000172,0.328854,0.999476,0.328854,0.000524,0.49488,0.164513,1.998953,1
9384,1908,3897,1,5804,0.000172,0.328682,0.999476,0.328682,0.000524,0.494685,0.164427,1.998952,1
9385,1907,3898,1,5804,0.000172,0.32851,0.999476,0.32851,0.000524,0.49449,0.164341,1.998952,1
9386,1906,3899,1,5804,0.000172,0.328338,0.999476,0.328338,0.000524,0.494295,0.164255,1.998951,1
9387,1905,3900,1,5804,0.000172,0.328165,0.999475,0.328165,0.000525,0.494099,0.164169,1.998951,1
9388,1904,3901,1,5804,0.000172,0.327993,0.999475,0.327993,0.000525,0.493904,0.164083,1.99895,1
9389,1903,3902,1,5804,0.000172,0.327821,0.999475,0.327821,0.000525,0.493709,0.163997,1.99895,1
9390,1902,3903,1,5804,0.000172,0.327649,0.999475,0.327649,0.000525,0.493513,0.16391,1.998949,1
9391,1901,3904,1,5804,0.000172,0.327476,0.999474,0.327476,0.000526,0.493318,0.163824,1.998948,1
9392,1900,3905,1,5804,0.000172,0.327304,0.999474,0.327304,0.000526,0.493122,0.163738,1.998948,1
9393,1899,3906,1,5804,0.000172,0.327132,0.999474,0.327132,0.000526,0.492927,0.163652,1.998947,1
9394,1898,3907,1,5804,0.000172,0.32696,0.999473,0.32696,0.000527,0.492731,0.163566,1.998947,1
